GCA_000017945-FLGBHGLA_01860	56a03dca4a325aff57b1bb69cc5b70dc	118	Hamap	MF_00329	50S ribosomal protein L18e [rpl18e].	6	118	27.159	T	03-11-2020	IPR022947	Ribosomal protein L18e, archaea	
GCA_000017945-FLGBHGLA_01860	56a03dca4a325aff57b1bb69cc5b70dc	118	SUPERFAMILY	SSF52080		20	117	2.49E-27	T	03-11-2020	IPR036227	Ribosomal L18e/L15P superfamily	
GCA_000017945-FLGBHGLA_01860	56a03dca4a325aff57b1bb69cc5b70dc	118	ProSitePatterns	PS00475	Ribosomal protein L15 signature.	65	95	-	T	03-11-2020	IPR001196	Ribosomal protein L15, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
GCA_000017945-FLGBHGLA_01860	56a03dca4a325aff57b1bb69cc5b70dc	118	PANTHER	PTHR10934:SF2		14	117	1.5E-12	T	03-11-2020
GCA_000017945-FLGBHGLA_01860	56a03dca4a325aff57b1bb69cc5b70dc	118	PANTHER	PTHR10934		14	117	1.5E-12	T	03-11-2020	IPR000039	Ribosomal protein L18e	GO:0003735|GO:0005622|GO:0005840|GO:0006412
GCA_000017945-FLGBHGLA_01860	56a03dca4a325aff57b1bb69cc5b70dc	118	Pfam	PF00828	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A	41	98	7.1E-9	T	03-11-2020	IPR021131	Ribosomal protein L18e/L15P	
GCA_000017945-FLGBHGLA_01860	56a03dca4a325aff57b1bb69cc5b70dc	118	Gene3D	G3DSA:3.100.10.10		6	118	2.8E-35	T	03-11-2020
GCA_000017945-FLGBHGLA_01670	c8d970071948caa955341d0cffa73c6c	461	Pfam	PF02844	Phosphoribosylglycinamide synthetase, N domain	5	108	1.4E-19	T	03-11-2020	IPR020562	Phosphoribosylglycinamide synthetase, N-terminal	GO:0004637|GO:0009113
GCA_000017945-FLGBHGLA_01670	c8d970071948caa955341d0cffa73c6c	461	Gene3D	G3DSA:3.90.600.10		349	442	2.5E-12	T	03-11-2020	IPR037123	Phosphoribosylglycinamide synthetase, C-domain superfamily	GO:0004637|GO:0009113
GCA_000017945-FLGBHGLA_01670	c8d970071948caa955341d0cffa73c6c	461	TIGRFAM	TIGR00877	purD: phosphoribosylamine--glycine ligase	5	439	1.9E-100	T	03-11-2020	IPR000115	Phosphoribosylglycinamide synthetase	GO:0004637|GO:0009113
GCA_000017945-FLGBHGLA_01670	c8d970071948caa955341d0cffa73c6c	461	SUPERFAMILY	SSF52440		5	108	4.32E-20	T	03-11-2020	IPR016185	Pre-ATP-grasp domain superfamily	
GCA_000017945-FLGBHGLA_01670	c8d970071948caa955341d0cffa73c6c	461	Pfam	PF01071	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	110	316	1.3E-42	T	03-11-2020	IPR020561	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	
GCA_000017945-FLGBHGLA_01670	c8d970071948caa955341d0cffa73c6c	461	PANTHER	PTHR43472:SF1		5	445	9.5E-118	T	03-11-2020
